Constituency Name,Electorate,Conservative Votes,Conservative Vote (proportion),Labour Votes,Labour Vote (proportion),Lib Dem Votes,Lib Dem Vote (proportion),Turnout (Proportion),Binary_Con (1 = win),Median House Price (£),Ratio of median house price to median salary,Home Ownership (proportion of households),Unemployment Rate,Share of LSOAs (small areas) in most deprived decile,Number of Businesses,Number of businesses per capita,Standardised Weighted Overall Social Mobility Index,School Funding Per Pupil (Real),Are Religous (proportion),Are Not Religious (proportion),Are Christian (proportion),Are Muslim (proportion),Average Internet Speed (Mb/s),Asthma,Atrial fibrillation,Cancer diagnosis since 2003,Cardiovascular disease (primary prevention),Chronic kidney disease,COPD,Coronary heart disease,Dementia,Depression,Diabetes,Epilepsy,Heart failure,High blood pressure (hypertension),Learning disabilities,Obesity,Osteoporosis,Peripheral arterial disease,Rheumatoid arthritis,"Schizophrenia, bipolar disorder & psychoses",Stroke and transient ischaemic attack,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,"""White""","""Mixed""","""Asian""","""Black""","""Other"""
Chipping Barnet,79960,25745,0.321973487,24533,0.306815908,5932,0.074187094,0.719972486,1,550000,13.7,0.666418718,0.022052121,0,6480,0.08104052,60.81814966,"4,871",0.725121235,0.19171586,0.508086771,0.072722889,78.3,0.05180535,0.017253709,0.033009847,0.009501223,0.035336435,0.013738178,0.025890261,0.008488253,0.086229134,0.065228381,0.00655018,0.006380875,0.123966669,0.004606691,0.080598612,0.013563601,0.003661749,0.005634441,0.01038691,0.013988168,0.12720667,0.11783752,0.10492763,0.14291724,0.143876,0.1391578,0.10015054,0.07386819,0.05005846,0.718351746,0.048690309,0.145142132,0.054414904,0.033400909
Chorley,77072,0,0,0,0,0,0,0.517308491,0,170000,5.2,0.742499322,0.02345723,0.050847458,3765,0.048850426,7.900842503,"4,868",0.769645641,0.174198374,0.751580078,0.010386382,82.9,0.07771638,0.023569971,0.036757315,0.013624223,0.06908599,0.024960763,0.038787519,0.009338342,0.164100182,0.06885246,0.009414363,0.01210968,0.160635082,0.006310535,0.119805427,0.005123437,0.008804177,0.009226839,0.009471568,0.019669445,0.11802004,0.1099017,0.10571896,0.13051124,0.13549253,0.14435236,0.11448371,0.0957469,0.04577257,0.969314878,0.009174988,0.016359078,0.003318165,0.001832891
Christchurch,71520,33894,0.473909396,6568,0.091834452,9277,0.129711969,0.726384228,1,360000,10.3,0.790425843,0.016115333,0,3775,0.052782438,-7.36251714,"4,856",0.691612039,0.231386669,0.676671133,0.003983444,64.8,0.079055089,0.040737067,0.057519364,0.014435688,0.077005945,0.022184728,0.057940544,0.016048417,0.078845482,0.076037741,0.00744309,0.01401244,0.197616989,0.005917398,0.080219205,0.012444331,0.008163615,0.012559316,0.007665679,0.033716511,0.08394519,0.0948673,0.07762905,0.08502827,0.10492293,0.13884075,0.1430933,0.15941947,0.11225374,0.977869755,0.008648739,0.010359347,0.001626872,0.001495287
Cities Of London and Westminster,63700,17049,0.267645212,11624,0.182480377,13096,0.205588697,0.670690738,1,1200000,27.5,0.315429136,0.017492919,0,69060,1.084144427,132.2970154,"4,851",0.675918182,0.230063636,0.477181818,0.127736364,104.6,0.036072444,0.011914847,0.021235153,0.009535991,0.013728454,0.009572539,0.016806137,0.004171583,0.066780942,0.039371688,0.003968432,0.004951119,0.081487625,0.002269518,0.047168128,0.004236187,0.003432687,0.003919441,0.01607373,0.009503904,0.09091112,0.0896267,0.18863036,0.18916489,0.13962225,0.12195232,0.08711728,0.05736792,0.03560717,0.685372727,0.045172727,0.138354545,0.048072727,0.083027273
City Of Chester,76057,20918,0.275030569,27082,0.356075049,3734,0.049094758,0.717356719,0,225000,7.1,0.636026632,0.026734387,0.066666667,4645,0.061072617,-44.99385686,"4,842",0.675186838,0.257476208,0.653250175,0.0095489,61.2,0.070170815,0.024113972,0.034233521,0.012098695,0.029787073,0.019609282,0.032356372,0.009110026,0.124382274,0.058293429,0.007867052,0.009842832,0.133588904,0.004716428,0.096931206,0.012099815,0.007699294,0.01074367,0.011060867,0.01926026,0.10830157,0.10319718,0.14690809,0.1282981,0.12399477,0.13189273,0.10830157,0.08957861,0.05952735,0.958470886,0.01287166,0.020796817,0.005193828,0.00266681
City Of Durham,71271,15506,0.217563946,20531,0.288069481,7935,0.111335606,0.685538297,0,151000,4.9,0.64718995,0.021614731,0.053571429,2450,0.034375833,23.6421029,"4,841",0.687904636,0.246929801,0.664031788,0.010076821,49.3,0.062825638,0.01903981,0.028232905,0.012182203,0.027687725,0.018496887,0.034262339,0.007029362,0.112501693,0.061131814,0.006347088,0.010450623,0.128179634,0.003862984,0.099258475,0.010353629,0.006165323,0.006466251,0.008110367,0.018912584,0.0889624,0.11836796,0.22054185,0.11392271,0.10428656,0.11913276,0.1043726,0.08515765,0.04525554,0.955072848,0.01053245,0.0256,0.003570861,0.005223841
Clacton,70930,31438,0.443225715,6736,0.094966869,2541,0.035824052,0.61336529,1,226500,8.5,0.734507203,0.050904277,0.232142857,2230,0.031439447,-35.29911791,"4,836",0.658407432,0.264354081,0.645649551,0.003233402,48.5,0.080168107,0.033347769,0.047228947,0.016450063,0.064971757,0.035633738,0.051149275,0.015301544,0.104774143,0.09882199,0.011367972,0.014214025,0.219410338,0.006678336,0.145434305,0.004136215,0.010607935,0.011900655,0.011284222,0.028459818,0.09678879,0.09444934,0.09408518,0.08179208,0.09431694,0.13971529,0.1490289,0.15840874,0.0914147,0.974425661,0.011082604,0.009653346,0.003233402,0.001604986
Cleethorpes,73689,31969,0.433836801,10551,0.143182836,2535,0.034401335,0.628845554,1,157000,5.1,0.730868571,0.027504663,0.098360656,3250,0.044104276,11.3234425,"4,835",0.671866486,0.257348306,0.657826974,0.006164991,100.2,0.069125275,0.026688254,0.036505668,0.012620128,0.061844388,0.027793907,0.040252425,0.010277116,0.113885878,0.080142292,0.009914324,0.008740584,0.17222821,0.00576719,0.118122835,0.007104811,0.008174593,0.008801129,0.008458547,0.024380477,0.10661454,0.10879749,0.09549847,0.11072609,0.11935188,0.15313453,0.13144286,0.10982537,0.06460878,0.979304008,0.006197045,0.010139647,0.001987328,0.002371972
Colchester,82625,26917,0.325773071,17494,0.211727685,7432,0.089948563,0.645966717,1,248500,8.2,0.587460705,0.023995245,0.015384615,3830,0.046354009,-9.78423895,"4,833",0.58909861,0.338219317,0.543734463,0.0204309,96.5,0.061567519,0.01767135,0.029031984,0.012778524,0.045770267,0.01621861,0.0246391,0.006781803,0.135706738,0.056173148,0.008029757,0.008409119,0.124449875,0.005842333,0.098993471,0.006990321,0.004591533,0.006643183,0.010243427,0.013986195,0.13385454,0.11187855,0.1763836,0.15392793,0.12771502,0.11642724,0.0791264,0.06269835,0.03798834,0.900828653,0.022032962,0.045529878,0.019114262,0.012494245
Colne Valley,84174,29482,0.350250671,24379,0.28962625,3815,0.045322784,0.723406277,1,170000,5.6,0.731683147,0.027815151,0.076923077,3945,0.046867204,40.36666367,"4,831",0.643135136,0.285528521,0.555928975,0.069861998,78.8,0.076824211,0.020268425,0.032686351,0.013683387,0.035752078,0.018767213,0.034177664,0.007949552,0.128765474,0.069306225,0.008565902,0.008560642,0.143500389,0.0067063,0.112177986,0.007024369,0.00857835,0.007659474,0.009152213,0.020199547,0.12027641,0.11731485,0.10106633,0.12038314,0.13471955,0.1484245,0.11838206,0.08970038,0.04973277,0.874717264,0.021602366,0.083634765,0.01476177,0.005283834
Congleton,80930,33747,0.416989991,15186,0.187643643,6026,0.074459409,0.7071914,1,230000,7.0,0.783326195,0.016384684,0,4535,0.056036081,22.66183958,"4,826",0.722564158,0.213995215,0.712635929,0.003023054,59.1,0.072038096,0.028494837,0.042267582,0.012176576,0.053757517,0.018639978,0.036096793,0.010288702,0.142109754,0.071486066,0.008670308,0.013418316,0.165755986,0.00359965,0.111895632,0.015626071,0.006744271,0.009385299,0.008369722,0.024565454,0.10677323,0.1061994,0.08690439,0.10164975,0.12708267,0.15666565,0.12989036,0.11971515,0.06511941,0.981883428,0.007122662,0.008373206,0.001326664,0.001294041
Copeland,61693,22856,0.370479633,17014,0.275784935,1888,0.030603148,0.689267826,1,142750,3.6,0.709877425,0.027011506,0.053571429,3165,0.051302417,-30.28673373,"4,825",0.783239174,0.155221224,0.774177597,0.003102941,50.3,0.079652945,0.027284321,0.040559436,0.01336496,0.054213053,0.029000824,0.049752784,0.009487257,0.15163134,0.087673485,0.010482057,0.015292128,0.174548267,0.006019608,0.111458897,0.00898984,0.011837318,0.011456553,0.009954216,0.027473473,0.0997288,0.10135342,0.10172441,0.10881134,0.11694724,0.161247,0.13958963,0.10891368,0.06168447,0.983966078,0.004957288,0.008900867,0.001285681,0.000890087
Corby,86153,33410,0.387798452,23142,0.268615138,3923,0.045535269,0.701948858,1,215000,7.5,0.662997648,0.02397985,0.057971014,5325,0.061808643,-50.74894986,"4,823",0.628679643,0.307050927,0.61415635,0.00425072,102.4,0.065137487,0.020899676,0.033946689,0.012654369,0.037778468,0.026564492,0.034589117,0.008574379,0.141950762,0.069823226,0.007970455,0.012512207,0.144360448,0.00471958,0.107912101,0.014684066,0.007787953,0.008894672,0.007181808,0.01898469,0.12955734,0.12182246,0.10422502,0.13422866,0.12931737,0.14689884,0.11003217,0.08126829,0.04264985,0.963314835,0.012179947,0.01182572,0.011071854,0.001607644
Coventry North East,76006,15720,0.206825777,23412,0.308028314,2061,0.02711628,0.58474331,0,172500,6.5,0.565799307,0.038135644,0.228571429,3205,0.042167724,-27.82637067,"4,820",0.737021654,0.200848784,0.516826379,0.107998299,113.2,0.060895436,0.012647767,0.021729047,0.010579594,0.042833203,0.015912162,0.023126046,0.004098718,0.115721015,0.083174331,0.00786444,0.006307663,0.130184957,0.005105787,0.115738996,0.003851003,0.005398746,0.007518918,0.010293564,0.013752266,0.15293862,0.12166877,0.17309271,0.16343425,0.11847511,0.10817325,0.07673287,0.05323008,0.03225431,0.670440047,0.030069405,0.206305255,0.073549239,0.019636054
Coventry North West,75247,20710,0.275226919,20918,0.277991149,2717,0.036107752,0.634497056,0,185000,6.0,0.664242623,0.028049745,0.078125,2685,0.035682486,-0.438044693,"4,817",0.69303672,0.24221786,0.577196844,0.039128797,115.3,0.056679335,0.014968791,0.024489208,0.010664372,0.047651236,0.014584456,0.022480826,0.007096311,0.102840925,0.063542844,0.007263786,0.007006609,0.12321401,0.003662363,0.092071573,0.007197339,0.005220945,0.006786874,0.008652805,0.014738155,0.12781703,0.10655824,0.17764701,0.15399186,0.11777352,0.11365038,0.08409246,0.072005,0.0464645,0.81731303,0.02309858,0.114352843,0.033507812,0.011727734
Coventry South,70979,19143,0.269699489,19544,0.275349047,3398,0.047873315,0.634610237,0,192500,6.0,0.587703089,0.023993842,0.114754098,4170,0.058749771,24.85205784,"4,815",0.685565985,0.248794719,0.518597801,0.073718708,88.9,0.055249357,0.014764101,0.023817728,0.009788108,0.039195501,0.013961817,0.021387644,0.005558255,0.093432243,0.059362102,0.00653614,0.006686551,0.116817662,0.003945188,0.088848018,0.007394727,0.004715493,0.00606804,0.00908288,0.013913511,0.09939618,0.13467278,0.28522818,0.12927005,0.09190055,0.09085413,0.0725143,0.05875558,0.03740825,0.734004565,0.024408725,0.163520464,0.05925533,0.018810915
Crawley,74207,27040,0.364386109,18680,0.251728274,2728,0.036762031,0.672429825,1,290000,9.5,0.590446322,0.025806452,0.015151515,3510,0.04730012,-32.64264657,"4,810",0.675731962,0.260382562,0.542060283,0.072056437,111.6,0.064126834,0.015981455,0.026637598,0.011007021,0.044827379,0.015767083,0.02763934,0.006062548,0.116237368,0.08033875,0.007502362,0.006978024,0.129469089,0.006627676,0.113868823,0.008482145,0.004114625,0.007804095,0.008069589,0.014237327,0.14370736,0.1181756,0.11731268,0.16405269,0.14257755,0.12693824,0.09096248,0.05721961,0.0390538,0.799084402,0.029062732,0.129694081,0.03254313,0.009615655
Crewe and Nantwich,80321,28704,0.357366069,20196,0.251441093,2618,0.032594216,0.672700788,1,177250,6.0,0.709483899,0.026284349,0.042857143,3695,0.046002913,-39.43860351,"4,809",0.694446775,0.2385174,0.678263464,0.007532325,57.4,0.064972609,0.023884176,0.035274372,0.01077781,0.042235159,0.020630827,0.034125232,0.007964722,0.145499966,0.071449807,0.009119549,0.012108295,0.152468751,0.003856515,0.108068981,0.012736887,0.007664596,0.009019466,0.008914243,0.021036438,0.11898453,0.11280792,0.11902034,0.12294113,0.12905507,0.14483673,0.10859173,0.09073331,0.05302922,0.963251951,0.01289258,0.01532567,0.006311119,0.00221868
Croydon Central,81407,21175,0.260112767,27124,0.333190021,3532,0.043386932,0.663886398,0,368775,10.3,0.552863389,0.044911817,0.028571429,4630,0.056874716,-11.17762649,"4,803",0.685401683,0.238254653,0.560472516,0.059465586,103.4,0.052501472,0.013538152,0.024516382,0.01004223,0.026257491,0.014418351,0.022725385,0.005890359,0.084442209,0.069674095,0.006956239,0.005511871,0.12408059,0.005264552,0.086961763,0.002914864,0.003781821,0.00850384,0.010870297,0.012907942,0.14134015,0.1234049,0.12373189,0.15700284,0.13285483,0.13652527,0.088965,0.05893942,0.03723565,0.614175494,0.065620505,0.125452247,0.179442919,0.015308836
Croydon North,88468,11822,0.133630239,36495,0.412522042,4476,0.050594565,0.628577565,0,353000,11.2,0.506011461,0.052529566,0.0375,4760,0.053804766,13.43673363,"4,803",0.772103143,0.149929435,0.54229514,0.129391961,96.5,0.05010408,0.008136349,0.019857206,0.009756368,0.023521704,0.010179027,0.01823336,0.005118722,0.075813687,0.080507326,0.005683866,0.004714608,0.118260722,0.005146332,0.101830948,0.002770102,0.003123806,0.007031659,0.012823476,0.011189303,0.15041873,0.13112959,0.12030366,0.16108123,0.14609517,0.13440459,0.08239941,0.0443113,0.02985634,0.351680339,0.076401752,0.23381406,0.315478816,0.022625033
Croydon South,83982,30985,0.368948108,18646,0.222023767,7503,0.089340573,0.706794313,1,450000,11.4,0.721912938,0.02645801,0,5525,0.065787907,51.16534714,"4,800",0.704152572,0.221328432,0.59449165,0.045183745,105.2,0.055531836,0.017768659,0.029699554,0.009919818,0.034653109,0.012570361,0.025063979,0.008617817,0.091729399,0.065619355,0.006957579,0.005415855,0.131114449,0.005469331,0.080189576,0.005127302,0.003904458,0.008067441,0.01038724,0.014216454,0.13249824,0.11598914,0.10224574,0.14091448,0.13482141,0.14135699,0.10484127,0.07744807,0.04988468,0.72718394,0.053041401,0.119223291,0.086602918,0.01394845
Dagenham and Rainham,71045,19175,0.26989936,19468,0.274023506,1182,0.016637343,0.615595749,0,332000,10.7,0.609323916,0.03592678,0.032258065,3610,0.050812865,35.00427578,"4,800",0.722333235,0.21284161,0.626652953,0.058252522,106.4,0.050229518,0.014020324,0.02474417,0.014918546,0.026336623,0.016937254,0.021256652,0.005400366,0.088228764,0.084305248,0.006354114,0.005670907,0.133836093,0.004385512,0.128824962,0.00584438,0.00408179,0.007999328,0.007681298,0.011754014,0.15986341,0.13071289,0.13041208,0.14753082,0.12946547,0.12196329,0.07996708,0.0579737,0.04211123,0.72213733,0.033519444,0.084112058,0.150622,0.009609168
Darlington,66397,20901,0.314788319,17607,0.265177644,2097,0.031582752,0.65511996,1,130000,4.8,0.628669612,0.051231369,0.210526316,2790,0.042019971,28.46122467,"4,797",0.689652909,0.2461249,0.666221819,0.009866874,111.0,0.069490642,0.02289563,0.032513454,0.015073153,0.042996307,0.027498745,0.037063356,0.010070552,0.144378864,0.079588195,0.010283915,0.015969475,0.160956452,0.00706418,0.15021673,0.008951498,0.00949275,0.009124384,0.011238448,0.022902112,0.11861038,0.11290902,0.11407099,0.12761314,0.1258104,0.14122043,0.11371263,0.0883985,0.05765452,0.959930866,0.011299868,0.022523163,0.003719221,0.002526882
Dartford,82209,34006,0.413653006,14846,0.1805885,3736,0.045445146,0.657142162,1,320000,8.9,0.678505861,0.020262745,0.016129032,4735,0.0575971,32.95106458,"4,796",0.665959302,0.268187984,0.611821705,0.015319767,90.1,0.049935333,0.018019963,0.027561179,0.010767081,0.037394193,0.017039983,0.023921377,0.006311759,0.105943488,0.06943827,0.006896444,0.005327444,0.136073585,0.002965145,0.076580367,0.003824808,0.004245496,0.008169721,0.007074948,0.014913065,0.14403447,0.11731113,0.1126548,0.16202719,0.13745487,0.12950029,0.08654723,0.06699396,0.04347606,0.87875,0.021385659,0.057616279,0.034767442,0.00748062
Daventry,77423,37055,0.478604549,10975,0.141753742,7032,0.090825724,0.741420508,1,279250,8.8,0.728848513,0.018736461,0.018181818,5535,0.071490384,-24.81178935,"4,794",0.668268514,0.262695791,0.650133191,0.005029302,72.0,0.068567212,0.023300278,0.034376605,0.013116091,0.048510316,0.015348966,0.028602617,0.007550695,0.126621114,0.065612427,0.006578493,0.008021199,0.154162298,0.003878749,0.095848812,0.00522329,0.005912451,0.006909084,0.006644795,0.01670764,0.11319377,0.1143227,0.09738888,0.1100795,0.13052661,0.1571049,0.12547566,0.10246904,0.04943894,0.967171018,0.012413426,0.013798615,0.005551412,0.00106553
Denton and Reddish,66234,13142,0.198417731,19317,0.291647794,1642,0.024790893,0.582601081,0,158000,5.7,0.674349384,0.032799139,0.087719298,2575,0.038877314,-50.44231013,"4,792",0.693133097,0.246598005,0.667105508,0.015064312,99.1,0.071864653,0.020455852,0.030482066,0.012477769,0.03099661,0.02961227,0.037982663,0.00814934,0.155486056,0.079518024,0.009798308,0.011135727,0.155047179,0.005568844,0.114773604,0.010968985,0.008799347,0.007727283,0.009069417,0.020129358,0.12333307,0.10921787,0.12173923,0.13736799,0.12477785,0.14709154,0.10643153,0.0843701,0.04567086,0.943925343,0.01801193,0.026481965,0.009250629,0.002330133
Derby North,73199,21259,0.290427465,18719,0.255727537,3450,0.047131791,0.642317518,1,175000,5.7,0.603958741,0.029402296,0.066666667,2925,0.039959562,-38.54765363,"4,792",0.616927325,0.311025388,0.538390997,0.033033302,104.6,0.064261933,0.018421179,0.027148506,0.009709457,0.058275668,0.017723212,0.030701167,0.007965265,0.11262666,0.067732133,0.008499732,0.010887125,0.132441098,0.007655241,0.102740888,0.008831988,0.007494875,0.007263466,0.010043319,0.017857121,0.12102965,0.12158775,0.16187875,0.13113422,0.11913994,0.12654211,0.09372186,0.07392395,0.05104179,0.866610847,0.024540733,0.077978131,0.020952324,0.009917965
Derbyshire Dales,65080,29356,0.451075599,11975,0.184004302,6627,0.101828519,0.768531039,1,145000,5.0,0.543744401,0.043092764,0.307692308,3335,0.051244622,-108.4718819,"4,790",0.684650686,0.249599253,0.470207289,0.141621859,101.5,0.062426469,0.015623405,0.022777162,0.013072079,0.050497507,0.018085985,0.02900885,0.006838327,0.115398224,0.079738028,0.008943859,0.008706536,0.128586962,0.009682181,0.107318566,0.006792466,0.007223944,0.007680764,0.009954379,0.015859559,0.15030537,0.13699765,0.14325859,0.14515482,0.12416826,0.11988042,0.08109332,0.05912448,0.04001708,0.690375649,0.038654954,0.205823891,0.044718836,0.02042667
Derby South,73062,15671,0.214489064,21690,0.296871151,2621,0.035873642,0.58117763,0,275000,8.7,0.729053319,0.011760932,0.020833333,5265,0.072062084,39.14807561,"4,788",0.697405717,0.230218754,0.687681924,0.002033735,51.2,0.074121122,0.031851721,0.044503714,0.014357147,0.064926606,0.018512811,0.037822944,0.00960811,0.100861838,0.066160719,0.007266501,0.013168046,0.170122163,0.003985435,0.094005903,0.00654531,0.00824468,0.00928329,0.007041694,0.024428871,0.08617647,0.10269857,0.08644794,0.08675641,0.11949213,0.17011956,0.14996977,0.12862307,0.06971609,0.985306268,0.006711324,0.005974095,0.001321927,0.000686385
Devizes,73372,32150,0.438178052,7838,0.106825492,8157,0.1111732,0.694461102,1,281750,9.6,0.596998758,0.014178961,0,4420,0.060240964,-64.24863748,"4,787",0.672826401,0.25103063,0.654728532,0.003730882,65.0,0.071539739,0.026194219,0.040587461,0.011775017,0.044364129,0.018571658,0.033424632,0.008795684,0.109610618,0.069663975,0.008596694,0.009467297,0.155008132,0.005235355,0.105284119,0.005724617,0.006589367,0.008852696,0.007296555,0.020392841,0.12822026,0.1204259,0.12017445,0.12117053,0.11844346,0.13871269,0.11180953,0.09020579,0.05083746,0.959290102,0.012068681,0.013336357,0.012748897,0.002555963
Dewsbury,81253,26179,0.322191181,24618,0.302979582,2406,0.029611214,0.693992837,1,170000,6.1,0.687867451,0.033064748,0.147058824,3855,0.047444402,-21.24399929,"4,784",0.730815359,0.209345642,0.538024023,0.184704984,84.4,0.07241386,0.018187393,0.029557954,0.012244693,0.047321454,0.020772058,0.035342376,0.006933097,0.12412066,0.087108344,0.007847192,0.009528304,0.146591502,0.006989321,0.107831497,0.007523039,0.007056517,0.008385579,0.009420971,0.018268529,0.13245478,0.13371235,0.11137309,0.12487446,0.13172993,0.13319709,0.10381895,0.08370667,0.04513263,0.783821846,0.014800749,0.194435863,0.004261235,0.002680307
Doncaster Central,71389,14360,0.201151438,16638,0.233061116,1748,0.024485565,0.582456681,0,145000,4.8,0.700556486,0.029048847,0.15625,2940,0.041182815,-47.78307503,"4,778",0.705301408,0.228875062,0.688513109,0.007724242,66.9,0.073473447,0.024863435,0.031142667,0.01197423,0.057118566,0.030511574,0.035499729,0.010616176,0.116187866,0.085287675,0.010568441,0.011697124,0.162891522,0.00641825,0.140908295,0.005079331,0.00816053,0.009470977,0.00718071,0.022072978,0.11265796,0.11102768,0.1099507,0.12481104,0.11910008,0.14418679,0.12212352,0.10099893,0.05514332,0.971082307,0.008688503,0.013316958,0.005186711,0.00172552
Doncaster North,72362,13370,0.184765485,15740,0.217517482,1476,0.020397446,0.562422266,0,132500,4.8,0.620895791,0.039794445,0.257575758,3530,0.04878251,-33.62400507,"4,775",0.687050977,0.242067651,0.630290615,0.036808004,82.5,0.067614871,0.021585112,0.029468224,0.011750056,0.047847024,0.024877582,0.030538817,0.007626699,0.122162462,0.079234446,0.009281023,0.010632009,0.143176682,0.00528449,0.13554865,0.004247299,0.007069963,0.007626039,0.008734429,0.018990604,0.12183301,0.11068631,0.13004497,0.14910745,0.12509088,0.13248611,0.10834387,0.07499349,0.04741391,0.91175798,0.015188185,0.052120057,0.013587423,0.007346355
Don Valley,75356,19609,0.260218164,15979,0.212046818,1907,0.025306545,0.602964595,1,121497.5,4.3,0.644811252,0.039344914,0.296875,2580,0.034237486,-62.53843519,"4,775",0.671498317,0.259797232,0.660440105,0.003699548,75.8,0.072979178,0.023009223,0.030795819,0.016145721,0.049332003,0.03141596,0.034675672,0.008101259,0.109984594,0.084489669,0.009452538,0.01130266,0.157882498,0.005528774,0.168006224,0.005768224,0.008952572,0.009056562,0.007789875,0.020593709,0.12675048,0.1186403,0.11428801,0.12554151,0.1172097,0.14587236,0.11546678,0.08754963,0.04868121,0.977499469,0.008804116,0.008409902,0.004043222,0.001243291
Dover,76355,28830,0.377578417,16552,0.216776897,2895,0.037915002,0.664016764,1,244995,7.5,0.658897302,0.037220359,0.084745763,2640,0.034575339,-1.465996793,"4,773",0.6597521,0.262907191,0.637809875,0.004763368,67.6,0.063223638,0.028176363,0.042660754,0.011774911,0.060183997,0.028079361,0.035152319,0.009825075,0.146900051,0.076457524,0.010855505,0.008851879,0.163371145,0.006554128,0.110630402,0.010818871,0.007134606,0.009844866,0.009382167,0.021932755,0.11026822,0.10672613,0.10812558,0.11376204,0.1169567,0.14647093,0.13046878,0.10773953,0.05948208,0.966072526,0.008983815,0.019053473,0.003564843,0.002325343
Dudley North,61936,23134,0.373514596,11601,0.187306252,1210,0.019536296,0.592288814,1,153000,5.2,0.629545797,0.053921194,0.192307692,2130,0.034390338,-59.40504859,"4,769",0.737262676,0.204215814,0.648698564,0.052648428,107.8,0.070274773,0.023002513,0.031135346,0.011085024,0.06068961,0.023467892,0.039022551,0.007145329,0.14437978,0.085950832,0.009676515,0.008276716,0.166044758,0.004811352,0.165120666,0.002844967,0.005867302,0.009214663,0.009286143,0.019093337,0.13087315,0.12012636,0.12251584,0.1288217,0.12391455,0.13958016,0.09624327,0.08233771,0.05558727,0.85490901,0.024206457,0.087899234,0.028885222,0.004100076
Dudley South,60731,24835,0.408934482,9270,0.152640332,1608,0.026477417,0.602262436,1,168500,5.6,0.682819383,0.043349875,0.156862745,2805,0.046187285,-11.55756045,"4,767",0.707651165,0.229296404,0.66166131,0.028839393,107.1,0.071177687,0.027960248,0.037178358,0.011455487,0.068726665,0.025157726,0.041236863,0.011010328,0.139962156,0.081599046,0.009508792,0.009735063,0.176265311,0.004567896,0.169880523,0.005259783,0.006808426,0.009925282,0.007551834,0.021528769,0.12229812,0.11410812,0.11875481,0.12340153,0.12308277,0.13709648,0.10632272,0.09846377,0.0564717,0.923212133,0.017514564,0.044859883,0.011764263,0.002649156
Dulwich and West Norwood,80331,9160,0.114028208,36521,0.454631462,0,0,0.694352118,0,560000,14.8,0.410645078,0.038104089,0,5165,0.064296473,63.56887521,"4,767",0.604557544,0.301686237,0.516491469,0.05524597,85.8,0.051667946,0.008721209,0.020535222,0.009569155,0.018038541,0.009925512,0.012681483,0.003704597,0.088060636,0.055546726,0.005299517,0.004058147,0.096314879,0.003636726,0.078079994,0.003100321,0.002972959,0.004735158,0.012261013,0.009793123,0.1421862,0.11247176,0.13474896,0.20307144,0.14533171,0.12496768,0.07050279,0.04082283,0.02589669,0.594181397,0.078133198,0.057362812,0.24964267,0.020679923
Ealing Central and Acton,75510,14832,0.196424315,28132,0.372559926,9444,0.125069527,0.725824394,0,535000,14.4,0.455015427,0.031764233,0.028571429,8915,0.118063833,69.15735397,"4,764",0.697895645,0.223549016,0.489712692,0.133638701,103.5,0.044950362,0.01206321,0.020792755,0.009237836,0.021935663,0.009522922,0.019330756,0.005321439,0.06353888,0.052893917,0.00507293,0.005055838,0.098746168,0.003254059,0.069033796,0.005958315,0.003045186,0.004322841,0.011654625,0.010227443,0.1309648,0.09891522,0.15685846,0.17671754,0.15049223,0.11930822,0.08018056,0.05295218,0.03361079,0.63306509,0.051239752,0.157663353,0.090429496,0.067602308
Ealing North,74473,15767,0.211714313,28036,0.376458582,4370,0.058678984,0.666429444,0,430000,13.8,0.550125829,0.036454515,0.014084507,4805,0.064520027,59.64198463,"4,762",0.810183542,0.121378502,0.502687484,0.155238323,94.8,0.057076092,0.013017175,0.019872792,0.01170907,0.029123772,0.010665374,0.024505036,0.005570846,0.068977134,0.089385522,0.005604828,0.006552987,0.133235168,0.004372669,0.099546273,0.005005615,0.00296083,0.005662419,0.010794983,0.011105093,0.15174131,0.12931777,0.11061338,0.15311197,0.13994034,0.12641766,0.09220985,0.0571579,0.03948984,0.49873263,0.046368388,0.263720204,0.130229448,0.06094933
"Ealing, Southall",64581,9594,0.148557625,25678,0.397609204,3933,0.060900265,0.653706198,0,430500,13.2,0.544205135,0.036899723,0.018181818,4165,0.064492653,75.29303059,"4,747",0.845883591,0.096524466,0.293015228,0.188299817,73.8,0.057042439,0.010439667,0.015996772,0.012959996,0.023334665,0.008187461,0.028513615,0.00532477,0.055498635,0.117756854,0.005449212,0.006365773,0.136616486,0.004143633,0.103711258,0.003660286,0.002584251,0.006010365,0.010969544,0.010073909,0.14912618,0.12789494,0.10387279,0.15375403,0.15242455,0.12984349,0.09273957,0.05456999,0.03577446,0.304484593,0.034019997,0.507287081,0.105072871,0.049135457
